Instrument,Question Label,Question Description,Question ID,Response Label,Response Value,Response Description,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I try to get a lot of attention,,YSR_19,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I destroy my own things,,YSR_20,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I destroy things belonging to others,,YSR_21,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I disobey my parents,,YSR_22,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I disobey at school,,YSR_23,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I don't eat as well as I should,,YSR_24,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I don't get along with other kids,,YSR_25,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I don't feel guilty after doing something I shouldn't,,YSR_26,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am jealous of others,,YSR_27,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"I break rules at home, school, or elsewhere",,YSR_28,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"I am afraid of certain animals, situations, or places, other than school",,YSR_29a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_29b,,,,,
,I am afraid of going to school,,YSR_30,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am afraid I might think or do something bad,,YSR_31,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that I have to be perfect,,YSR_32,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that no one loves me,,YSR_33,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that others are out to get me,,YSR_34,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel worthless or inferior,,YSR_35,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I accidentally get hurt a lot,,YSR_36,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I get in many fights,,YSR_37,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I get teased a lot,,YSR_38,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I hang around with kids who get in trouble,,YSR_39,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I hear sounds or voices that other people think aren't there,,YSR_40a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_40b,,,,,
,I act without stopping to think,,YSR_41,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I would rather be alone than with others,,YSR_42,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I lie or cheat,,YSR_43,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I bite my fingernails,,YSR_44,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am nervous or tense,,YSR_45,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Parts of my body twitch or make nervous movements,,YSR_46a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_46b,,,,,
,I have nightmares,,YSR_47,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am not liked by other kids,,YSR_48,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I can do certain things better than most kids,,YSR_49,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too fearful or anxious,,YSR_50,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel dizzy or lightheaded,,YSR_51,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel too guilty,,YSR_52,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I eat too much,,YSR_53,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel overtired without good reason,,YSR_54,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am overweight,,YSR_55,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Aches or pains (<b>not</b> stomach or headaches),,YSR_56a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Headaches,,YSR_56b,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Nausea, feel sick",,YSR_56c,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Problems with eyes (<b>not</b> if corrected by glasses),,YSR_56d1,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_56d2,,,,,
,Rashes or other skin problems,,YSR_56e,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Stomachaches,,YSR_56f,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Vomiting, throwing up",,YSR_56g,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Other,,YSR_56h1,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_56h2,,,,,
,I physically attack people,,YSR_57,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I pick my skin or other parts of my body,,YSR_58a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_58b,,,,,
,I can be pretty friendly,,YSR_59,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to try new things,,YSR_60,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My school work is poor,,YSR_61,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am poorly coordinated or clumsy,,YSR_62,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I would rather be with older kids than kids my own age,,YSR_63,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I would rather be with younger kids than kids my own age,,YSR_64,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I refuse to talk,,YSR_65,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I repeat certain acts over and over,,YSR_66a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_66b,,,,,
,I run away from home,,YSR_67,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I scream a lot,,YSR_68,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am secretive or keep things to myself,,YSR_69,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I see things that other people think aren't there,,YSR_70a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_70b,,,,,
,I am self-conscious or easily embarrassed,,YSR_71,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I set fires,,YSR_72,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I can work well with my hands,,YSR_73,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I show off or clown,,YSR_74,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too shy or timid,,YSR_75,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I sleep less than most kids,,YSR_76,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I sleep more than most kids during day and/or night,,YSR_77a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_77b,,,,,
,I am inattentive or easily distracted,,YSR_78,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have a speech problem,,YSR_79a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_79b,,,,,
,I stand up for my rights,,YSR_80,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I steal at home,,YSR_81,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I steal from places other than home,,YSR_82,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I store up too  many things I don't need,,YSR_83a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_83b,,,,,
,I do things other people think are strange,,YSR_84a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_84b,,,,,
,I have thoughts that other people would think are strange,,YSR_85a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_85b,,,,,
,I am stubborn,,YSR_86,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My moods or feelings change suddenly,,YSR_87,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I enjoy being with people,,YSR_88,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am suspicious,,YSR_89,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I swear or use dirty language,,YSR_90,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I think about killing myself,,YSR_91,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to make others laugh,,YSR_92,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I talk too much,,YSR_93,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I tease others a lot,,YSR_94,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have a hot temper,,YSR_95,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I think about sex too much,,YSR_96,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I threaten to hurt people,,YSR_97,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to help others,,YSR_98,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"I smoke, chew, or sniff tobacco",,YSR_99,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble sleeping,,YSR_100a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_100b,,,,,
,I cut classes or skip school,,YSR_101,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I don't have much energy,,YSR_102,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"I am unhappy, sad, or depressed",,YSR_103,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am louder than other kids,,YSR_104,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I use drugs for nonmedical purposes (don't include alcohol or tobacco),,YSR_105a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_105b,,,,,
,I like to be fair to others,,YSR_106,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I enjoy a good joke,,YSR_107,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to take life easy,,YSR_108,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I try to help other people when I can,,YSR_109,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I wish I were of the opposite sex,,YSR_110,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I keep from getting involved with others,,YSR_111,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry a lot,,YSR_112,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,ANXIOUS/DEPRESSED RAW SCORE,"Sum of scores of items 14-Cries a lot, 29-Fears, 30-Fears school, 31-Fears doing bad, 32-Must be perfect, 33-Feels unloved, 35-Feels worthless, 45-Nervous, tense, 50-Fearful, anxious, 52-Feels too guilty, 71-Self-conscious, 91-Talks or thinks of suicide, 112-Worries.",YSR_113,,,,,
,WITHDRAWN/DEPRESSED RAW SCORE,"Sum of scores of items 5-Enjoys little, 42-Rather be alone, 65-Won’t talk, 69-Secretive, 75-Shy, timid, 102-Lacks energy, 103-Sad, 111-Withdrawn.",YSR_114,,,,,
,SOMATIC COMPLAINTS RAW SCORE,"Sum of scores of items 47-Nightmares, 51-Feels dizzy, 54-Overtired, 56a-Aches, pains, 56b-Headaches, 56c-Nausea, 56d-Eye Problems, 56e-Skin Problems, 56f-Stomachaches, 56g-Vomiting.",YSR_115,,,,,
,SOCIAL PROBLEMS RAW SCORE,"Sum of scores of items 11-Too dependent, 12-Lonely, 25-Doesn’t get along, 27-Jealous, 34-Others out to get him/her, 36-Accident-prone, 38-Gets teased, 48-Not liked, 62-Clumsy, 64-Prefers younger kids, 79-Speech problems.",YSR_116,,,,,
,THOUGHT PROBLEMS RAW SCORE,"Sum of scores of items 9-Can’t get mind off thoughts, 18-Harms self, 40-Hears things, 46-Twitching, 58-Picks skin, 66-Repeats acts, 70-Sees things, 76-Sleeps less, 83-Stores things, 84-Strange behavior, 85-Strange ideas, 100-Trouble sleeping.",YSR_117,,,,,
,ATTENTION PROBLEMS RAW SCORE,"Sum of scores of items 1-Acts young, 4-Fails to finish, 8-Can’t concentrate, 10-Can’t sit still, 13-Confused, 17-Daydreams, 41-Impulsive, 61-Poor schoolwork, 78-Inattentive.",YSR_118,,,,,
,RULE-BREAKING BEHAVIOR RAW SCORE,"Sum of scores of items 2-Drinks alcohol, 26-Lacks guilt, 28-Breaks rules, 39-Bad friends, 43-Lies, cheats, 63-Prefers older kids, 67-Runs away, 72-Sets fires, 81-Steals at home, 82-Steals outside home, 90-Swearing, 96-Thinks of sex too much, 99-Uses tobacco, 101-Truant, 105-Uses drugs.",YSR_119,,,,,
